,Neker_cube,Cambridge,Inverted_depth
Neker_cube,0.0,1.389615694942054,1.0897343719127528
Cambridge,1.389615694942054,0.0,0.6060853151301538
Inverted_depth,1.0897343719127528,0.6060853151301538,0.0
